Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
int_becky_sex_menu_48a6ae4f		Вы припали ртом к объемистым грудям [RealName2.get(GirlNameIBS, GirlNameIBS)], лаская языком ее чувствительные соски и слизывая с них свою сперму.	game/NPC/Girls/Becky/IntBeckySex.rpy	252	"[what]"
int_becky_sex_menu_22266143		Вы припали ртом к объемистым грудям [RealName2.get(GirlNameIBS, GirlNameIBS)], лаская языком ее чувствительные соски и слизывая с них чью-то сперму.	game/NPC/Girls/Becky/IntBeckySex.rpy	254	"[what]"
int_becky_sex_menu_e7e3ffe0		Вы припали ртом к объемистым грудям [RealName2.get(GirlNameIBS, GirlNameIBS)], лаская языком ее чувствительные соски.	game/NPC/Girls/Becky/IntBeckySex.rpy	256	"[what]"
int_becky_sex_menu_66ce0b36		Вы медленно опустили руку вниз, к ее истекающей соками похотливой вульвочке, и начали ее нежно массировать.	game/NPC/Girls/Becky/IntBeckySex.rpy	261	"[what]"
int_becky_sex_menu_546218fc		Вы сунули руку под короткую юбчонку вашей любовницы и начали натирать ее киску сквозь панталончики.	game/NPC/Girls/Becky/IntBeckySex.rpy	267	"[what]"
int_becky_sex_menu_8bbbc000		Вы сунули руку под короткую юбчонку вашей любовницы и стали наминать ее не стесненную бельем киску.	game/NPC/Girls/Becky/IntBeckySex.rpy	269	"[what]"
int_becky_sex_menu_83a3652e		Вы наклонились и сунули похотливую ручонку под длинную юбку вашей любовницы, медленно, лаская ее ножки, поднялись наверх, к заветному месту и начали натирать ее киску сквозь панталончики.	game/NPC/Girls/Becky/IntBeckySex.rpy	272	"[what]"
int_becky_sex_menu_4c471666		Вы наклонились и сунули похотливую ручонку под длинную юбку вашей любовницы, медленно, лаская ее ножки, поднялись наверх, к заветному месту и стали наминать ее не стесненную бельем киску.	game/NPC/Girls/Becky/IntBeckySex.rpy	274	"[what]"
int_becky_sex_menu_ccbc82fb		Вы начали натирать ее похотливую киску сквозь панталончики.	game/NPC/Girls/Becky/IntBeckySex.rpy	276	"[what]"
int_becky_sex_menu_2776999a		Вы почувствовали свою сперму в пещерке [RealName2.get(GirlNameIBS, GirlNameIBS)].	game/NPC/Girls/Becky/IntBeckySex.rpy	281	"[what]"
int_becky_sex_menu_ad98fe5a		Ваши пальцы заскользили по пещерке [RealName2.get(GirlNameIBS, GirlNameIBS)], похоже кто-то уже кончил в нее.	game/NPC/Girls/Becky/IntBeckySex.rpy	283	"[what]"
int_becky_sex_menu_be6f7549		[RealName.get(GirlNameIBS, GirlNameIBS)], продолжая делать Эдди минет, раздвинула ножки и предоставила вам свою похотливую щель в полное распоряжение. Чем вы и не замедлили воспользоваться, начав старательно ласкать ее своим язычком.	game/NPC/Girls/Becky/IntBeckySex.rpy	290	"[what]"
int_becky_sex_menu_64ee386b		[RealName.get(GirlNameIBS, GirlNameIBS)], наклонившись продолжает трахать член Эдди своими дойками, тем самым предоставляя вам свою щелку в полное распоряжение. Чем вы и не замедлили воспользоваться, начав старательно ласкать ее своим языком.	game/NPC/Girls/Becky/IntBeckySex.rpy	293	"[what]"
int_becky_sex_menu_3eda4d56		[RealName.get(GirlNameIBS, GirlNameIBS)] радостно предоставила вам свое похотливое влагалище. Вы начали старательно ласкать развратную вдовушку своим языком. [RealName.get(GirlNameIBS, GirlNameIBS)] прижимает вашу голову к себе обеими руками и сладко постанывает при каждом движении вашего языка.	game/NPC/Girls/Becky/IntBeckySex.rpy	296	"[what]"
int_becky_sex_menu_db856d17		Вы ощущаете привкус собственной спермы, медленно вытекающей из влагалища [RealName2.get(GirlNameIBS, GirlNameIBS)].	game/NPC/Girls/Becky/IntBeckySex.rpy	298	"[what]"
int_becky_sex_menu_2c5e9db5		Вы ощущаете привкус чьей-то спермы, медленно вытекающей из влагалища [RealName2.get(GirlNameIBS, GirlNameIBS)], кто-то уже успел оттрахать шуструю вдовицу до вас.	game/NPC/Girls/Becky/IntBeckySex.rpy	300	"[what]"
int_becky_sex_menu_284afc58		"Стефан, такой молодой, а уже знаешь что нужно даме, негодник!", смеясь говорит [RealName.get(GirlNameIBS, GirlNameIBS)], трепя вас за шевелюру. "Продолжай же, продолжай!"	game/NPC/Girls/Becky/IntBeckySex.rpy	303	"[what]"
int_becky_sex_menu_b7c772cd		Вы посмотрели немного на то, как задорно вдовушка сношается со своим управляющим, и решили поучаствовать в этом празднике жизни. Бекки не стала огорчать вас отказом и с готовностью приняла вашего дружка в свой ротик.	game/NPC/Girls/Becky/IntBeckySex.rpy	313	"[what]"
int_becky_sex_menu_a6d5bf5c		Вы вместе с Эдди продолжаете сношать Бекки в два смычка: он в киску, а вы в ротик.	game/NPC/Girls/Becky/IntBeckySex.rpy	315	"[what]"
int_becky_sex_menu_7a8a020d		[RealName.get(GirlNameIBS, GirlNameIBS)] стоит перед вами на коленях и продолжает.	game/NPC/Girls/Becky/IntBeckySex.rpy	320	"[what]"
int_becky_sex_menu_ef81bfc4		[RealName.get(GirlNameIBS, GirlNameIBS)] опустилась перед вами на коленки и стала.	game/NPC/Girls/Becky/IntBeckySex.rpy	322	"[what]"
int_becky_sex_menu_a9307674		Облизывать ваш вялый член.	game/NPC/Girls/Becky/IntBeckySex.rpy	324	"[what]"
int_becky_sex_menu_b6263aeb		Облизывать головку вашего напрягшегося члена.	game/NPC/Girls/Becky/IntBeckySex.rpy	327	"[what]"
int_becky_sex_menu_8a887009		Неумело, но с энтузиазмом сосать ваш член.	game/NPC/Girls/Becky/IntBeckySex.rpy	330	"[what]"
int_becky_sex_menu_8581cf43		Умело сосать ваш член.	game/NPC/Girls/Becky/IntBeckySex.rpy	333	"[what]"
int_becky_sex_menu_f60bd342		Заглатывать ваш член по самые яйца.	game/NPC/Girls/Becky/IntBeckySex.rpy	336	"[what]"
int_becky_sex_menu_2b81a3bf		Вы лежите на кровати, а вдовица, наклонившись над вами, трахает ваш член своими огромными дойками. Время от времени ей удается поймать головку вашего члена ротиком.	game/NPC/Girls/Becky/IntBeckySex.rpy	356	"[what]"
int_becky_sex_menu_8af29ecb		Вы легли на кровать, а [RealName.get(GirlNameIBS, GirlNameIBS)] наклонилась над вами, зажав ваш член между своих больших грудей. Затем она руками свела свои дойки вместе и начала слегка покачиваться, трахая вас своими сиськами. Иногда ей даже удается на секунду поймать головку вашего члена ртом.	game/NPC/Girls/Becky/IntBeckySex.rpy	358	"[what]"
int_becky_sex_menu_8f3463b9		Пока Эдди трахает Бекки сзади, она в свою очередь трахает ваш член своими большими сиськами. Толчки Эдди задают темп всей вашей компании. Время от времени ей удается поймать головку вашего члена ротиком.	game/NPC/Girls/Becky/IntBeckySex.rpy	361	"[what]"
int_becky_sex_menu_101e024f		Воспользовавшись тем, что Эдди трахал Бекки сзади, вы ловко подлезли под вдову. [RealName.get(GirlNameIBS, GirlNameIBS)] сразу поняла, чего вы от нее хотите и немного опустилась, запустив ваш член между своих огромных грудей. Вы тоже времени даром не теряли и руками свели ее груди поближе друг к другу. Двигаясь взад и вперед под толчками Эдди она одновременно трахает и ваш член своими сиськами. Иногда ей даже удается на секунду поймать головку ртом.	game/NPC/Girls/Becky/IntBeckySex.rpy	363	"[what]"
int_becky_sex_menu_c63d8c11		Вы страстно впились поцелуем в губы [RealName2.get(GirlNameIBS, GirlNameIBS)]. Не прекращая целовать ее вы с некоторым трудом приподняли ее в воздух и насадили прямо на свой вздыбленный член. [RealName.get(GirlNameIBS, GirlNameIBS)] сладко охнула и, обхватив вас руками и ногами, стала подниматься и опускаться на вашем друге.	game/NPC/Girls/Becky/IntBeckySex.rpy	376	"[what]"
int_becky_sex_menu_2fe4ce99		Вы, благодаря своей прекрасной физической форме, трахаете не столь легкую вдову на весу, обняв под ягодицы. После каждого толчка она опускается на ваш член всем своим весом, так что он входит в нее по самые яйца, чуть ли не доставая до матки. [RealName.get(GirlNameIBS, GirlNameIBS)] постанывает от наслаждения каждый раз как вы входите в нее.	game/NPC/Girls/Becky/IntBeckySex.rpy	380	"[what]"
int_becky_sex_menu_b402177d		Вы посмотрели на то, как Ребекка отсасывает Эдди а потом перевели взгляд на ее истекающую соками дырочку. "Ну, если это не приглашение, то я заморский гоблин-шахтер," подумали вы и резко вошли в любезно подставленную вам щель. Вдова охнула, но быстро приноровилась к вашим возвратно-поступательным движениям, не прекращая делать Эдди минет.	game/NPC/Girls/Becky/IntBeckySex.rpy	386	"[what]"
int_becky_sex_menu_641ff2bb		Вы трахаете Бекки сзади, массируя руками ее ягодицы, а она, в свою очередь, продолжает делать минет Эдди. Должно быть ей трудно заниматься двумя делами сразу но справляется. Умница!	game/NPC/Girls/Becky/IntBeckySex.rpy	390	"[what]"
int_becky_sex_menu_08cf0a6f		Ребекка наклонилась над Эдди и трахает его член своими грудями, выставив свою истекающую соками дырочку на ваше обозрение. "Ну, если это не приглашение, то я верховный маг высших эльфов," подумали вы и резко вошли в любезно подставленную вам щель, начав задавать темп вашей небольшой оргии. Вдове ваша помощь пришлась по нраву, она начала подмахивать вам, одновременно продолжая работать над членом Эдди.	game/NPC/Girls/Becky/IntBeckySex.rpy	396	"[what]"
int_becky_sex_menu_df1e2e89		Вы трахаете Бекки сзади, массируя руками ее ягодицы, а она, в свою очередь, трахает член Эдди своими дыньками. Ваши толчки задают ей темп, упрощая задачу. Как вы любите помогать людям!	game/NPC/Girls/Becky/IntBeckySex.rpy	400	"[what]"
int_becky_sex_menu_f16e5bab		Вы страстно впились поцелуем в губы [RealName2.get(GirlNameIBS, GirlNameIBS)]. С трудом оторвавшись от ее губ, вы развернули ее раком и вошли в ее разгоряченное лоно одним движением. Вдовушка охнула и, поймав темп ваших толчков, стала вам умело подмахивать.	game/NPC/Girls/Becky/IntBeckySex.rpy	406	"[what]"
int_becky_sex_menu_a3fc6f52		Вы трахаете вдову раком на ее кровати. Она умело подмахивает вам, и ваш член входит в нее по самые яйца. Судя по всему [RealName3.get(GirlNameIBS, GirlNameIBS)] это приятно не меньше вашего, она постанывает от наслаждения при каждом толчке.	game/NPC/Girls/Becky/IntBeckySex.rpy	410	"[what]"
int_becky_sex_menu_cdb2cd03		Вы чувствуете как ребенок в животе у [RealName2.get(GirlNameIBS, GirlNameIBS)] двигается каждый раз когда ваш член входит во влагалище.	game/NPC/Girls/Becky/IntBeckySex.rpy	414	"[what]"
int_becky_sex_menu_d98b9618		Чувствуя приближение концовки вы прижали голову [RealName2.get(GirlNameIBS, GirlNameIBS)] к себе как можно сильней, загоняя свой член ей в горло. Вдова восприняла это как должное, без видимых усилий заглотив ваш член целиком. В следующее мгновение вы разрядились, заливая горло и рот [RealName2.get(GirlNameIBS, GirlNameIBS)] своим семенем. Вдова сглотнула и с улыбкой облизала губы, убрав с них остатки вашей спермы. Вы вытащили свой обмякший член из заполненного спермой ротика.	game/NPC/Girls/Becky/IntBeckySex.rpy	424	"[what]"
int_becky_sex_menu_de466422		Эдди с восторгом наблюдал за этой сценой, не переставая потрахивать хозяйку.	game/NPC/Girls/Becky/IntBeckySex.rpy	426	"[what]"
int_becky_sex_menu_ddbf4d6d		Вы вытащили ваш член и в следующее мгновение поток спермы выстрелил в переносицу [RealName2.get(GirlNameIBS, GirlNameIBS)] прямо между глаз. Продолжение струи легло на щеку, третья струя залила подбородок. Ваша подружка стала еще красивее чем была: лицо всё в сперме, струйки спускаются на шею, стекают по подбородку и капают на полные сиськи. Что за прелесть!	game/NPC/Girls/Becky/IntBeckySex.rpy	437	"[what]"
int_becky_sex_menu_e07ceb47		Вы вытащили свой член из [RealName2.get(GirlNameIBS, GirlNameIBS)] и залили своей спермой ее монументальный бюст.	game/NPC/Girls/Becky/IntBeckySex.rpy	447	"[what]"
int_becky_sex_menu_ba2c996d		Приняв ее неразборчивое мычание за приглашение вы загнали свой член по самые яйца в ее похотливое влагалище и разрядились глубоко внутри [RealName.get(GirlNameIBS, GirlNameIBS)]. Бекки, почувствовав что вы кончили в нее промычала что-то неразборчивое, продолжая делать минет Эдди.	game/NPC/Girls/Becky/IntBeckySex.rpy	458	"[what]"
int_becky_sex_menu_b18c1de5		Вы решили пойти на встречу просьбе вдовицы и, загнав свой член по самые яйца в ее похотливое влагалище, разрядились глубоко в [RealName.get(GirlNameIBS, GirlNameIBS)]. Стоило вам вытащить из нее свой обмякший член, как распутница провела пальчиком по своей измазанной семенем киске и, смотря вам в глаза, облизала его и с улыбкой сказала вам:	game/NPC/Girls/Becky/IntBeckySex.rpy	462	"[what]"
int_becky_sex_menu_acb0a487		"Стефанчик, какой ты нахальный. Пытаешься бедную одинокую вдову в положение ввести. Наглец!"	game/NPC/Girls/Becky/IntBeckySex.rpy	463	"[what]"
int_becky_sex_menu_093049ff		Вы решили пойти на встречу просьбе вдовицы и, загнав свой член по самые яйца в ее беременное влагалище, разрядились глубоко в [RealName.get(GirlNameIBS, GirlNameIBS)], как будто пытаясь сделать ее еще более беременной. Стоило вам вытащить из нее свой обмякший член, как распутница погладила по свой округлившийся животик и сказала вам:	game/NPC/Girls/Becky/IntBeckySex.rpy	465	"[what]"
int_becky_sex_menu_4200972a		"Какие же вы, мужчины, нахальные. Воспользовались слабостью бедной вдовы и оставили ее в тягости. Но и этого вам мало, и дальше моей слабостью пользуетесь. Ох, наглец!"	game/NPC/Girls/Becky/IntBeckySex.rpy	466	"[what]"
int_becky_sex_menu_84619264		Вы сказали [RealName.get(GirlNameIBS, GirlNameIBS)] что вам нужно идти. Она была поражена:	game/NPC/Girls/Becky/IntBeckySex.rpy	478	"[what]"
int_becky_sex_menu_860663ee		"Стефанчик, но мы же ведь только начали! Что случилось?! Я что, тебе разонравилась?!"	game/NPC/Girls/Becky/IntBeckySex.rpy	479	"[what]"
int_becky_sex_menu_77ee4398		Но вы были непреклонны и направились к выходу, оставив за спиной неудовлетворенную вдову.	game/NPC/Girls/Becky/IntBeckySex.rpy	480	"[what]"
int_becky_sex_menu_577d3598		"Впрочем," услышали вы уже в дверях, "у меня еще управляющий мой рыжий есть," и, оглянувшись перед тем как закрыть за собой дверь, вы увидели что Бекки тянет Эдди поближе к себе. "Ты ведь не оставишь хозяйку мучаться как этот мужлан, нет?"	game/NPC/Girls/Becky/IntBeckySex.rpy	482	"[what]"
int_becky_sex_menu_26c7da5f		Вы поцеловали [RealName.get(GirlNameIBS, GirlNameIBS)], удовлетворенно развалившуюся на кровати, заверили ее что она была бесподобна, но сейчас вам надо возвращаться домой.	game/NPC/Girls/Becky/IntBeckySex.rpy	488	"[what]"
int_becky_sex_menu_cd683d39		"Стефанчик, жаль, но раз надо то надо. Спасибо тебе, что порадовал меня, не побрезговал мной старой."	game/NPC/Girls/Becky/IntBeckySex.rpy	489	"[what]"
int_becky_sex_menu_b46b3f82		Вы заверили ее что отнюдь не считаете ее старой, наоборот, она в самом соку, и, получив приглашение заходить еще, отправились к выходу.	game/NPC/Girls/Becky/IntBeckySex.rpy	490	"[what]"
int_becky_sex_menu_175208b5		Эдди помахал вам вслед рукой, он-то еще уходить явно не собирался.	game/NPC/Girls/Becky/IntBeckySex.rpy	493	"[what]"
int_becky_sex_menu_328925a6		Эдди помахал вам на прощание рукой и тоже стал одеваться.	game/NPC/Girls/Becky/IntBeckySex.rpy	495	"[what]"
d0aa8a07		Вы некоторое время болтаете со вдовой Блэнкеншип о несущественных вещах.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	5	"[what]"
50bfd006		Вы немного сдружились с Бекки.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	7	"[what]"
174a4532		Ничего нового из разговора вы не узнали.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	10	"[what]"
ef6c7194		Вы некоторое время болтаете с Бекки Блэнкеншип о том, как ей живется без мужа.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	16	"[what]"
57e03e3a		Вдова несколько раз заинтересованно поглядывает на вас.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	18	"[what]"
174a4532_1		Ничего нового из разговора вы не узнали.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	21	"[what]"
440f52ce		Вы решили спросить Бекки про дочку и ее развлечения и она охотно начала хвастаться:	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	27	"[what]"
e450c712		"Ингенборг, доченька моя старшая, такая скромница," рассказывает вам вдова. "Прямо как я в молодости. Несколько лет ничего мальчикам не позволяла, ну кроме минета, конечно. Да еще и смущалась так трогательно. Помню несколько лет назад увидела я как она с парнем соседским в сарай пошла, интересно мне стало и я за ними зашла. Так она меня увидела, член изо рта выронила, покраснела вся с головы до пят, убежала и потом два дня от меня пряталась, смущалась, краснела - вот какая она у меня скромница!" - поведала вам Бекки. Ее рассказ вас заинтересовал.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	28	"[what]"
81736a5c		Вы решили еще немного распросить Бекки про ее дочку и вдова продолжила свой рассказ:	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	36	"[what]"
776ac538		"Я ее, конечно, за тот раз наругала, разве можно так парня обламывать и убегать! Так можно ведь и славу плохую заработать, парни избегать будут. Так что в следующий раз когда я нечаянно на нее с юнгой каким-то наткнулась, она хоть и покраснела, но ничего не выплевала а продолжала сосать. Но как же неумело она это делала! Пришлось все-таки мне их прервать и показать как правильно - так она все время как я ей объясняла и показывала, мялась и краснела. Какая же она у меня скромная и приличная!	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	37	"[what]"
62b31156		Может даже слишком, время шло, а она у меня так девкой и оставалась, говорила что решиться никак не может, мы уже волноваться начали, все ли с ней в порядке." - рассказала вам Бекки.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	38	"[what]"
05da1a8b		Бекки с готовностью отозвалась на ваш вопрос, видно что она гордится и дочкой, и женихом:	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	46	"[what]"
23808e19		"Лукас парень хваткий, с ним не забалуешь. Инга-то у меня девушка скромная и приличная, она мне говорила что ни разу на первом свидании даже минета не делала, все второго, а то и третьего дожидалась. А уж большего и вовсе не позволяла. К Лукасу она девкой попала, так он ее на первом же свидании, как она мне потом рассказала, от этой обузы и избавил, она сама не поняла как так случилось! Теперь она в нем души не чает, хвостиком за ним ходит, а он тоже к ней проникся, даже жениться обещает. Если выполнит, то прям как я будет, выйдет замуж за того, кто ее первый трахнул. А это ведь такая редкость!"	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	47	"[what]"
dd11fce6		Глаза Бекки затуманились от приятных воспоминаний:	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	55	"[what]"
2998bbae		"Эрик мой был на нашей улице первым парнем. И сильный, и разумный, и семья богатая. Девки наши, конечно, на него вешались. А я тогда все никак не могла решится с мальчиком-то попробовать, все боялась чего-то. Грета, сестренка моя младшая, хоть и на два года младше меня, уже второй раз пузо нагуляла. Матушка с батюшкой меня попрекали, что мол Гретка внучками их радует, а я, хоть мне уже семнадцать, нет. И тут Эрик. На танцульках меня пригласил я в его руках и растаяла, даже не заметила, как мы на сеновале оказались. Так я и стала одной из трех его любовниц постоянных. Озорником он был большим, игры всякие любил. Например в угадайку - ложился, глаза завязывал, а кто-то из нас ему на член садился. Точно ведь угадывал! Мы и других девчонок приглашали, но он почти всех угадывал, и Грету, и маменьку мою смог угадать! Вот какой он был!"	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	56	"[what]"
f1279da5		Вдовушка охотно продолжила свой нескромный рассказ:	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	64	"[what]"
09e24e2b		"Животик конечно от таких игр у меня, как и остальных его подружек округлился, я уж думала потеряет он ко мне интерес. Но тут вдруг мой Эрик сватов заслал, оказывается договорились наши родители о приданном. Вместе нам эту лавку купили. Гретка-то мне обзавидовалась! Ее-то замуж только через год выдали, за сына мельника. Все у нас столько лет хорошо было, пятеро деток у нас родилось, но когда была эпидемия орочьей лихорадки, не уберегся Эрик мой. За три дня слег, позеленел и умер. Слава Ильматеру, дети уцелели. С тех пор одна я и осталась."	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	65	"[what]"
2dbd42b1		Бекки на секунду остановила поток своих рассказов, пытаясь вспомнить:	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	73	"[what]"
a021a8ec		"Ну одна из них Роза, подружка моя лучшая. Она меня с Эриком впервые и познакомила. Ревновала меня немного, не без этого, ведь она уже с ним пару месяцев была когда он меня девичества лишил, но без злобы. Клауса, старшенького своего, тоже раньше меня родила, на свадьбе моей с Эриком уже с младенцем была. Потом она в городе служанкой работала, замуж вышла. К нам с Эриком в гости захаживала не раз, сначала с парнями своими, а потом с мужем. Мы по старой памяти мужиками менялись, Эрик Розочку охаживал, а ее муженек меня. Весело было!" - вспомнила веселая вдовушка.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	74	"[what]"
57f245f0		Бекки сморщила свой лобик, вспомная:	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	82	"[what]"
7498788a		"Еще Кристинка была, старосты дочка. Но она шебутная была, как сестренка моя, Грета - как парня увидит, так ноги у нее и раздвигаются. Может Эрик ей дочку заделал, а может и еще кто, она сама думала что Эрик, но не уверена была точно. Эрик то на ней хотел конечно женится, но куда ему - он простой деревенский парень, хоть и из зажиточной семьи, а она дочка самого старосты. Гретка еще, сестренка моя, говорит что Мартина, третья дочка ее, от Эрика может быть. Она Мартинкой затяжелела на свадьбе своей, ее там почти все гости отсношали. Ну и Эрик мой, конечно, не отстал. Еще у него девицы конечно были, но сейчас уже и не упомнить, времени-то сколько прошло," - поделилась с вами воспоминаниями Бекки.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	83	"[what]"
6e7b45ba		Бекки явно гордилась своим управляющим:	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	91	"[what]"
e50699e5		"Эдди я подобрала еще сиротой: без дома, без денег, совсем пропащий был мальчишка. Сначала взяла помощником и слугой при лавке, а теперь он уже почти всем товаром заведует. Девицам окрестным прохода не дает, а они ему! А однажды ко мне подруга моя зашла, Нора, а меня дома тогда не было. Прихожу - а Эдди ей уже юбку завернул и сношает. Не смогла устоять, как она мне сказала. Вот какой мой управляющий неотразимый!" - похвасталась вам Бекки. Вы про себя подумали что дело могло быть не только в неотразимости Эдди, но и в том что эта самая Нора довольно страшновата. Но, по здравом размышлении, вы решили не делится этим соображением с Бекки.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	92	"[what]"
5fcc4a6e		Вы рассказали Бекки про то, как Эдди просит Жоржетту играть ее роль.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	101	"[what]"
b123d7c1		"Где же он мог такие мысли подхватить?!" - удивилась Бекки.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	102	"[what]"
6249f5bd		Вы напомнили Бекки про то, как Эдди просит Жоржетту играть ее роль.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	104	"[what]"
81677a71		"И все таки, что его на такое надоумило?" - стала размышлять вслух Бекки.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	105	"[what]"
49b1d109		"А, знаю! Наверное это от того случая, когда мы с Эриком играли в карты с месье Легаре и Элоизочкой. Эрик поставил на кон меня, а Альбер Элоизу. Альбер выиграл и хочешь не хочешь, пришлось мне на него залезть и попрыгать. И только я во вкус вошла, как Эдди вошел, что-то спросить хотел. Я хотела его прогнать, но не могла, так как рот был мужниным членом занят. А сам Эрик только ухмылялся." - поделилась с вами своим предположением Бекки.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	108	"[what]"
e46a18f7		"Хм, вот же был какой случай! Месье Годен, мой поставщик, всегда мне доставлял самы лучший товар. Вот я, чтобы отблагодарить его, и начала ему минет делать. А Эдди нас увидел. Не могла же я огорчить месье Годена! Я помахала Эдди, дабы он ушел и довела дело до конца. Эдди, правда, был черезчур любопытным и досмотрел до конца." - поделилась с вами своим предположением Бекки.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	110	"[what]"
e05bb2e8		"Может это он когда меня с дружками своими застукал, у него такие мысли появились? Но я же ведь ему объяснила, что просто попробовать этих милых мальчиков хотела!" - поделилась с вами своим предположением Бекки.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	112	"[what]"
1d8b35de		Вы решили попробовать напросится в гости к вдовушке: "Бекки, сладкая моя, может я к тебе домой зайду как-нибудь вечерком?" - предложили вы.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	121	"[what]"
13faf7f8		"Да нет, Стефанчик, я же тебя почти совсем не знаю, люди еще увидят, говорить будут, не, извини, но нет!" - ответила вам вдова.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	123	"[what]"
d29b03fa		"Стефанчик, я бы и рада тебя пригласить, но что мои домашние скажут, как я им тебя представлю? Они же не маленькие, все поймут. Вот Эдди, мой управляющий, как я ему в глаза буду смотреть?" - спросила вас вдова.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	126	"[what]"
0fc99cad		"Вот именно что не маленькие", ответили вы не растерявшись.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	128	"[what]"
a339e199		"Я же тебе рассказывал, что Эдди в моем трактире девиц снимает. Что ему, если хозяйка лавки своего любовника к себе приведет, не удивишь его этим."	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	129	"[what]"
a677de05		Вы не нашлись с ответом и промолчали.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	132	"[what]"
27bc60a0		"А дочка моя старшая, Ингеборг, что я ей скажу?" - смотря вам в глаза спросила Бекки.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	133	"[what]"
24a98094		"Как что? Чтобы она с мамы пример брала и не по подворотням со своим парнем пряталась, а домой его приглашала." - нашлись вы с ответом. Ребекка не нашлась как вам возразить.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	135	"[what]"
6c400426		Вы попытались заговорить Бекки зубы, но поняв, что говорите неубедительно, замолкли на полуслове.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	138	"[what]"
c9c6297e		"А муж мой покойный, он бы как на это посмотрел?" - всплеснув руками заявила вдовица.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	139	"[what]"
9f482ff6		"Ну, судя по тому, что ты о нем рассказывала, посмотрел бы он на это с интересом, вожделением и стремлением принять участие." - отетили вы.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	141	"[what]"
0b16c725		"И то правда!", засмеялась Бекки.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	142	"[what]"
37eca1c9		Вам представился суровый дух усопшего мужа и вы пристыженно примолкли.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	145	"[what]"
39a20758		"Одно хорошо", отметила Бекки. - "Ты хотя бы прилично одет."	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	147	"[what]"
00588d6e		"А костюмчик-то у тебя приличный и в меру скромный есть?" поинтересовалась благонравная вдовица.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	150	"[what]"
1274c547		"За кого ты меня принимаешь?! Конечно есть." ответили вы.	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	152	"[what]"
352f4de5		"Ну пока нет, но скоро будет", ничтоже сумнявшись заявили вы. Скромница, однако, отнеслась к вашим уверениям скептически: "Вот когда будет, тогда и поговорим!"	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	155	"[what]"
209cd184		"Вот черт языкастый!", воскликнула в сердцах Бекки. -"Уболтал, можешь по вечерам в гости ко мне приходить"	game/NPC/Girls/Becky/IntBeckyTalkTopics.rpy	157	"[what]"
