"Label"	"File"	"Line"	"Lines"	"Media"	"Text"	"Menu"	"Events"
"IntLizaTalkAskPregnancy"	"game\NPC\Girls\Liza\IntLizaTalk.rpy"	"139"	"20"	""	"MainTxt = ""«Эх, как я не прошу дяденек чтобы в серединку мне не спускали, а они все равно! Все время во мне семя чье-то! Ребеночка мне уже заделали, скоро такими темпами еще будет!» - говорит Лизетта."" || MainTxt = ""«Эх, как я не прошу дяденек чтобы в серединку мне не спускали, а они все равно! Все время во мне семя чье-то! Мамочка говорит что я ее скоро бабушкой сделаю, а я не хочу, я еще слишком молодая!» - говорит Лизетта."" || MainTxt = ""«Эх, баловалась я, баловалась вот и добаловалась - залетела. Столько меня имели, что теперь и предположить от кого - сложно.» - говорит Лизетта, проводя рукой по своему округлившемуся животику."""	""	""
"IntLizaTalkTellGeorgettGerhard"	"game\NPC\Girls\Liza\IntLizaTalk.rpy"	"159"	"12"	""	"$ MainTxt = ""Вы рассказываете Лизетте что вы видели как отец Герхард трахал ее мамочку после воскресной службы.\n\n«Ух мама, и ты тоже с падре перепихнулась! Но я-то помоложе буду, я докажу отцу Герхарду что я лучшая любовница и больше достойна благословления Ильматера!» - отвечает Лизетта."" || $ MainTxt = str(MainTxt or """") + ""\n\nВас немного возбудил рассказ Лизетты."" || $ CurLocDesc = MainTxt"	""	""
"IntLizaTalkAskWork"	"game\NPC\Girls\Liza\IntLizaTalk.rpy"	"171"	"17"	""	"$ MainTxt = ""Вы спрашиваете Лизетту как ей работается у вас в трактире."" || $ MainTxt = str(MainTxt or """") + ""\n\n«Ой, - отвечает она, - здесь так здорово! Мне все нравится. А теперь еще и этот, холгло.., тьфу, в смысле глорихол есть! Все круто, куда круче чем на улице!»"" || $ MainTxt = str(MainTxt or """") + ""\n\n«Ой, - отвечает она, - здесь так здорово! Мне все нравится!»"""	""	""
"IntLizaTalkAskHolglor"	"game\NPC\Girls\Liza\IntLizaTalk.rpy"	"188"	"11"	""	"$ MainTxt = ""Вы просите Лизетту рассказать вам больше.\n\n«Мама говорила что это такая ширмочка с дыркой, в которую дяденьки суют свои штуки, - рассказывает вам девчонка. - А мама с другой стороны их отсасывает. Ну или, если в охотку, писечкой насаживается. И никто никого не видит!»"" || $ CurLocDesc = MainTxt"	""	""
"IntLizaTalkHire"	"game\NPC\Girls\Liza\IntLizaTalk.rpy"	"199"	"13"	""	""	""	""
"IntLizaTalkGrope"	"game\NPC\Girls\Liza\IntLizaTalk.rpy"	"212"	"24"	""	"MainTxt = ""Вы начали гладить маленькие сисечки %s через тонкую ткань ее блузки."" % _liza_name2 || MainTxt = ""«Эй, дяденка, не так быстро!» останавливает вас %s. «Мамочка говорит, что ты сначала заплатить должен, а потом уже лапать!»"" % _liza_name || CurLocDesc = MainTxt"	""	""
"IntLizaTalkAskDad"	"game\NPC\Girls\Liza\IntLizaTalk.rpy"	"236"	"10"	""	"$ MainTxt = str(DaddyAskBuildPhrase(GirlNameILT) or """") || $ CurLocDesc = MainTxt"	""	""
"IntLizaTalkDress"	"game\NPC\Girls\Liza\IntLizaTalk.rpy"	"246"	"6"	""	""	""	""
"story_liza_church_after_sermon"	"game\NPC\Girls\Liza\IntLizettAfterCermon.rpy"	"4"	"15"	"vscene ""images/liza/ispoved/ispoved1.jpg"""	"$ MainTxt = MainTxt + ""\n\nЗа кабинками для исповеди вы заметили неприметную дверь, ведущую внутрь храма. Из-за нее слышаться приглушенные голоса. Вы замечаете большую замочную скважину."" || $ CurLocDesc = MainTxt"	"menu:"	""
"story_liza_church_after_sermon_look_1"	"game\NPC\Girls\Liza\IntLizettAfterCermon.rpy"	"19"	"27"	"vscene ""images/liza/ispoved/ispoved1.jpg"""	"$ MainTxt = ""Посмотрев в замочную скважину вы увидели Лизетту и отца Герхарда."" || $ MainTxt = MainTxt + ""\n\n\""Дочь моя, скрыла ты от меня что видела ты как мать твоя совокуплялась с господином Стефаном в этом храме. Но служителю Ильматера все ведомо\"" - говорит отец Герхард, кладя руку на обнаженное колено Лизетты.\n\""Навярняка ты и еще в каких-то плотских грехах ты не покаялась. Рассказывай сейчас все, без утайки\"" - добавляет жрец.\n\""Ох, падре, постеснялась я признаться, но да, было это. И с мальчиками соседскими я баловалась, сначала в рот брала, а недавно они меня уломали и девства своего я лишилась\"" - отвечает Лизетта, ее смуглое личико становится еще смуглее от прилившей к нему крови."" || $ MainTxt = MainTxt + ""\n\n\""Дочь моя, наверняка ты опять грешила со времени нашей прошлой встречи. Расскажи же мне все без утайки, ничего не скрывая\"" - говорит отец Герхард, кладя руку на обнаженное колено Лизетты."""	"menu:"	""
"story_liza_church_after_sermon_look_2"	"game\NPC\Girls\Liza\IntLizettAfterCermon.rpy"	"46"	"25"	"vscene ""images/liza/ispoved/ispovedstep2_1.jpg"" || vscene ""images/liza/ispoved/ispovedstep2_2.jpg"""	"$ MainTxt = ""Вы продолжаете наблюдать за Лизеттой и отцом Герхардом через замочную скважину."" || $ MainTxt = MainTxt + ""\n\n\""Не печалься, дочь моя, могу я отпустить тебе этот грех, как и грех лжи. Но сначала расскажи подробно, как было дело. Вот член, у мальчишек твоих был такой же?\"" - говорит отец Герхард, приподнимая сутану. Под ней обнаруживается уже поднявшийся член жреца.\n-\""Да, падре.\""\n-\""Ты их трогала?\""\n-\""Да, падре.\""\n-\""Показывай как.\"" И маленькая мулатка неуверенно начинает играть с членом жреца.\n-\""А сосала?\""\n-\""Да\"" совсем слабым голосом отвечает девочка, красная от стыда.\n-\""Показывай как, я все должен знать!\"" Мулатка в сомнении оглядывается, но наклоняется над жрецом и сначала неуверенно, а потом все больше распаляясь начинает сосать член отца Герхарда."" || $ MainTxt = MainTxt + ""\n\n\""Не печалься, дочь моя, а рассказывай подробно. Вот член, подобный тем, с коими ты грешила. Покажи, что ты с ним делала.\"" - говорит отец Герхард, приподнимая сутану. Под ней обнаруживается уже поднявшийся член жреца.\n\""Падре, все я делала, и трогала и даже сосала\"" - говорит Лизетта - \""матушка меня всему научила\"".\n-\""Показывай как, я все должен знать!\"" - заявляет развратный жрец. Девчушка привычно наклоняется над жрецом и, все больше и больше распаляясь, начинает сосать член отца Герхарда."""	"menu: || menu:"	""
"story_liza_church_after_sermon_look_3"	"game\NPC\Girls\Liza\IntLizettAfterCermon.rpy"	"71"	"29"	"vscene ""images/liza/ispoved/ispovedstep3_1.jpg"" || vscene ""images/liza/ispoved/ispovedstep3_2.jpg"""	"$ MainTxt = ""Вы продолжаете наблюдать за Лизеттой и отцом Герхардом через замочную скважину."" || $ MainTxt = MainTxt + ""\n\n-\""А что мальчишки с тобой потом делали? Панталончики стягивали?\""\n\""Да, падре,\"" - отвечает Лизетта, оторвавшись от члена.\n-\""А ты им возражала?\""\n\""Нет, падре, ведь они такие милые а потом так приятно. Первый раз не мешала, а потом даже помогала.\"" - смущенно говорит мулаточка.\n\""Вот так стягивали?\"" - спрашивает жрец, засунув обе руки под подол платья одним движением стащив с девушки панталончики до самых щиколоток.\n\""Так, падре,\"" - ответила проказница окончательно скидывая панталончики."" || $ MainTxt = MainTxt + ""\n\n-\""А что потом они с тобой делали? Панталончики стягивали?\""\n\""Нет, падре,\"" - отвечает Лизетта, оторвавшись от члена.\n\""А что же?\"" - удивляется жрец.\n\""Сама я их скидывала, когда они у меня мокренькими становились. Вот как сейчас\"" - смущенно говорит мулаточка, потянувшись ручками под юбку. Затем она одним движением достает из под юбки мокренькие панталончики, к одобрению жреца."""	"menu: || menu:"	""
"story_liza_church_after_sermon_look_4"	"game\NPC\Girls\Liza\IntLizettAfterCermon.rpy"	"100"	"18"	"vscene ""images/liza/ispoved/ispovedstep4_1.jpg"""	"$ MainTxt = ""Вы продолжаете наблюдать за Лизеттой и отцом Герхардом через замочную скважину.\n\nОтец Герхард сношает девушку мошными толчками, одновременно покрывая ее тело поцелуями. Блузка девушки оказывается расстегнутой, вы даже не заметили как это произошло, и жрец начинает ласкать маленькие грудки мулатки. Для нее это оказывается последней каплей, девушка вдруг начинает мелко дрожать и кончает, издавая тонкий писк. Ее любовник тоже, кажется, уже на грани."" || $ MainTxt = MainTxt + ""\n\nЛизетта это замечает и шепчет: \""Ой, только не в меня. Пожалуйста, не в меня. Я не хочу залететь!\"" Отец Герхард же, игнорируя просьбу, изливается прямо в беззащитную киску девочки.\n\""Ох, и вы тоже. Сколько не прошу всех чтоб вытаскивали, все равно в меня кончают\"" - обреченно замечает на это девушка."" || $ MainTxt = MainTxt + ""\n\nЛизетта это замечает и шепчет: \""Кончайте, падре, я уже кончила!\"" - скрестив ноги за спиной жреца и крепко прижав его к себе. Отец Герхард выполняет просьбу и изливается в девочку.\n\""Ух, хорошо-то как было!\"" - со вздохом удовлетворения отмечает девушка."""	"menu:"	""
"story_liza_portstreet_clients"	"game\NPC\Girls\Liza\LizaEvents.rpy"	"5"	"3"	""	""	""	""
"ShowLizaPortrait"	"game\NPC\Girls\Liza\ShowLizaPortrait.rpy"	"4"	"18"	"call ShowImage(GirlName, ""portraits"", ""nakedtits"" + str(procedural_randint(1, 2, key=""procedural:NPC/Girls/Liza/ShowLizaPortrait.rpy:procedural_randint:9:1""))) || call ShowImage(GirlName, ""portraits"", ""cumall"") || call ShowImage(GirlName, ""portraits"", ""cumtits"")"	""	""	""
"InitMelissa"	"game\NPC\Girls\Melissa\InitMelissa.rpy"	"4"	"465"	""	""	""	""
"IntMelissaDressChange"	"game\NPC\Girls\Melissa\IntMelissaDressChange.rpy"	"4"	"12"	""	"$ MainTxt = ""\""Мелисса, у тебя наверное мало нарядов? Давай я тебе еще один куплю?\"" - спросили вы.\n\""Да, мало, а ты откуда знаешь?\"" удивилась та вашей осведомленности. \""Впрочем, девушке всегда мало. Раз ты предложил, то давай завтра с утра к Ирме пойдем? Ну и да, спасибо, Стефан.\""\n\""Да, давай, чего откладывать? Значит завтра с утра пораньше в мастерской Ирмы Фараго. Буду ждать.\"""" || $ CurLocDesc = MainTxt"	"menu:"	""
"IntMelissaSex"	"game\NPC\Girls\Melissa\IntMelissaSex.rpy"	"167"	"218"	"call ShowImage("""", """", _ims_melissa_picture)"	"$ MainTxt = ""Для такого между вами уже нужно место без чужих взглядов. Здесь слишком открыто."" || $ CurLocDesc = MainTxt || $ MainTxt = _ims_scene_summary(GirlNameIMS)"	"menu: || menu:"	""
"IntMelissaTalk"	"game\NPC\Girls\Melissa\IntMelissaTalk.rpy"	"187"	"78"	""	"$ MainTxt = ""Мелисса вопросительно смотрит на вас, ожидая продолжения разговора."" || $ CurLocDesc = MainTxt || $ MainTxt = ""Вы подошли к Мелиссе и извинились за то, что были к ней несколько невнимательны и грубы последнее время. В свое оправдание вы заметили, что уберечь трактир от разорения очень сложно и всем вам нужно дружно работать вместе, чтобы преуспеть."""	"menu:"	"""Спросить Мелиссу о найденных рисунках"" if story_event_available(""talk_melissa"", ""clara_paintings""): || call checkTriggers(""talk_melissa"", ""clara_paintings"", 0) || ""[_melissa_bat_caption]"" if story_event_available(str(CurLoc or """"), ""melissa_talk""):"
"IntMelissaStartMenu"	"game\NPC\Girls\Melissa\IntMelissaTalk.rpy"	"265"	"62"	""	"$ MainTxt = melissa_start_intro_text(girl_name) || $ CurLocDesc = MainTxt || $ MainTxt = ""Ваши руки скользят уже смелее, под ткань и вдоль теплой кожи. Мелисса вздрагивает, судорожно выдыхает вам в плечо и все же не останавливает, только шепотом просит не заходить дальше, чем она сейчас готова выдержать."""	"menu:"	""
"IntMelissaFindPrivatePlace"	"game\NPC\Girls\Melissa\IntMelissaTalk.rpy"	"327"	"15"	""	"$ MainTxt = ""Здесь слишком открыто, а Мелисса сейчас не готова сама искать место, где вас не увидят."" || $ CurLocDesc = MainTxt || $ MainTxt = str(_melissa_private_offer.get(""text"", """") or ""Мелисса сама находит место в стороне, где вы можете остаться без чужих взглядов."")"	""	""
"IntMelissaRoomProblemAdviceMenu"	"game\NPC\Girls\Melissa\IntMelissaTalk.rpy"	"342"	"38"	""	"$ MainTxt = ""После осмотра комнаты все выглядит куда хуже, чем Мелиссе хотелось бы признавать вслух. Под самым потолком видны щели, доски местами подгнили, а из-за перекосившейся обшивки тянет сыростью прямо сверху.\n\n\""Вот видишь? Я же не выдумывала,\"" тихо говорит Мелисса. Теперь вопрос уже не в том, есть ли там дрянь под крышей, а в том, где ей ночевать, пока вы не доберетесь до чердака и не разберетесь с этим как следует."" || $ CurLocDesc = MainTxt || $ MainTxt = ""На предложение перебраться пока к вам Мелисса сперва вспыхивает до самых ушей, но отказываться не спешит. \""Это... может и лучше, чем слушать эту дрянь под крышей. Только временно, пока ты не разберешься с комнатой. И без глупостей,\"" добавляет она уже тише.\n\nВы подтверждаете, что сначала проверите ее комнату, потом чердак, и не оставите это на словах."""	"menu:"	""
"story_melissa_storage_rat_0"	"game\NPC\Girls\Melissa\MelissaEvents.rpy"	"6"	"29"	"vscene Melissa.image_path(""tavern"", ""rat"")"	"$ MainTxt = ""В кладовой вас встречает раздраженная Мелисса: у мешков с крупой шуршит крупная крыса, а девушка уже стоит наготове с метлой в руках. \""Опять эта тварь сюда лазит,\"" шепчет она. \""Если ее сейчас не прогнать, потом весь угол придется перебирать заново.\"""" || $ CurLocDesc = MainTxt || $ MainTxt = ""Вы быстро расправляетесь с крысой, и Мелисса заметно расслабляется. \""Вот теперь другое дело,\"" тихо говорит она, уже без прежнего раздражения. На всякий случай вы решаете не выбрасывать тушку сразу: такая приманка еще может сгодиться, если в лесу и правда водится тот необычный кошачий охотник, о котором судачат по трактирам."""	"menu:"	""
"story_melissa_werecat_intro_0"	"game\NPC\Girls\Melissa\MelissaEvents.rpy"	"35"	"9"	""	""	""	""
"story_melissa_werecat_rumor_0"	"game\NPC\Girls\Melissa\MelissaEvents.rpy"	"44"	"14"	"vscene werecat_info_picture_path()"	""	""	""
"story_melissa_werecat_home_0"	"game\NPC\Girls\Melissa\MelissaEvents.rpy"	"58"	"9"	""	""	""	""
"story_melissa_werecat_home_1"	"game\NPC\Girls\Melissa\MelissaEvents.rpy"	"67"	"9"	""	""	""	""
"story_melissa_bat_problem_0"	"game\NPC\Girls\Melissa\MelissaEvents.rpy"	"76"	"39"	"vscene tavern_kitchen_breakfast_picture() || vscene Melissa.image_path(""bats"", ""yawns"") || vscene Melissa.image_path(""kitchen"", ""work"")"	"$ MainTxt = ""Разговор за столом быстро становится серьезнее. У вас в голове остается одна ясная мысль: с комнатой Мелиссы придется разбираться всерьез."" || $ CurLocDesc = MainTxt"	""	""
"story_melissa_bat_problem_1"	"game\NPC\Girls\Melissa\MelissaEvents.rpy"	"115"	"32"	"vscene tavern_melissa_room_picture()"	"$ MainTxt = ""Проходя по коридору наверху, вы слышите из комнаты Мелиссы тревожный шум: скрип кровати, злой шепот и какое-то нервное шевеление под самым потолком. Заглянув внутрь, вы видите, что Мелисса не спит и сидит на кровати, зло глядя вверх.\n\n\""О, хорошо, что ты здесь,\"" шепчет она почти сразу. \""Опять эта дрянь над головой возится. То шорох, то писк, то будто кто-то бегает по балкам. Я уже не знаю, что хуже: сам шум или то, что после такой ночи утром стоишь как пьяная. Если можешь, помоги мне с этим по-человечески.\"""" || $ CurLocDesc = MainTxt || $ MainTxt = ""Вы обещаете, что не ограничитесь одними словами. Сначала вы прямо сейчас осматриваете потолок и щели в комнате, а утром подниметесь на чердак над ней.\n\nПод самым верхом действительно видны мелкие дыры в дереве, а оттуда тянет затхлым чердаком. Теперь все ясно: надо лезть наверх и смотреть, что там развелось."""	"menu:"	""
"story_melissa_bat_problem_2"	"game\NPC\Girls\Melissa\MelissaEvents.rpy"	"147"	"14"	"vscene ""images/player_room/player_room_attic_1.png"""	"$ MainTxt = ""Вы медленно обходите чердак вдоль стропил и почти сразу замечаете над той частью дома, где спит Мелисса, старые щели между досками и темные ходы в подгнившей обшивке.\n\nЕще через пару шагов находится и главная причина ночного шума. Под самой кровлей набилось сухое гнездовое тряпье, комки мха, помет и целая дрянная колония, давно обжившая балки и пустоты под крышей. Одним веником тут не обойтись: сначала эту пакость придется выкурить дымом, а потом уже по-настоящему заделывать щели."" || $ CurLocDesc = MainTxt"	""	""
"story_melissa_bat_problem_3"	"game\NPC\Girls\Melissa\MelissaEvents.rpy"	"161"	"44"	"vscene ""images/player_room/player_room_attic.png"" || vscene ""images/player_room/batsProblem/fell_from_attic.png"" || vscene ""images/player_room/batsProblem/melissa in room.png"""	"$ MainTxt = ""Раздвинув старое тряпье и осторожно пригнувшись, вы находите маленькое слуховое окно над стороной дома, где расположена комната Аманды. Сквозь мутное стекло и щели в раме открывается слишком уж ясный вид на соседний двор.\n\n"" + attic_neighbor_sex_scene_text() + "" Вы невольно задерживаетесь у окна дольше, чем следовало бы."" || $ CurLocDesc = MainTxt || $ MainTxt = ""Вы провалились с чердака в свою комнату как раз в тот момент, когда Мелисса пришла сюда с вещами. Объясняться сейчас бесполезно: история вышла слишком громкой и слишком стыдной."""	"menu:"	""
"story_melissa_bat_problem_5"	"game\NPC\Girls\Melissa\MelissaEvents.rpy"	"205"	"25"	"vscene Melissa.image_path(""bedroom_search"", ""booklet"")"	"$ MainTxt = ""Пока Мелисса вынужденно ночует у Аманды, ее собственная комната остается непривычно тихой. Вы осматриваете ее внимательнее обычного: ларь, табурет, складки одеяла, щель между стеной и кроватью. Однако за сорок пять минут поисков ничего важного в глаза так и не бросается."" || $ CurLocDesc = MainTxt || $ MainTxt = ""Под кроватью Мелиссы вы нашли {a=melissa_room_object:melissa_drawings_booklet_001}{color=#245b2b}потертый рисованный буклет{/color}{/a}. Теперь его можно рассмотреть как найденный предмет."""	""	""
"MelissaBookletOpenPreview"	"game\NPC\Girls\Melissa\MelissaEvents.rpy"	"230"	"11"	"vscene Melissa.image_path(""bedroom_search"", ""lewd_pages"")"	"$ MainTxt = ""Вы раскрываете буклет на первых страницах. Манера уверенная, линии смелые, а сюжеты вовсе не девичьи."" || $ CurLocDesc = MainTxt"	""	""
"ReadMelissaBooklet"	"game\NPC\Girls\Melissa\MelissaEvents.rpy"	"241"	"16"	"vscene Melissa.image_path(""bedroom_search"", ""booklet"") || vscene Melissa.image_path(""bedroom_search"", ""lewd_pages"") || vscene Melissa.cycle_image(""bedroom_search"", ""lewd_pages"", 1)"	""	""	""
"MelissaBookletTake"	"game\NPC\Girls\Melissa\MelissaEvents.rpy"	"257"	"12"	""	""	""	""
"MelissaBookletLeaveThere"	"game\NPC\Girls\Melissa\MelissaEvents.rpy"	"269"	"11"	"vscene Melissa.image_path(""bedroom_search"", ""booklet"")"	"$ MainTxt = ""Вы аккуратно возвращаете буклет туда, где нашли. Теперь вы знаете, что искать и где смотреть, не выдавая того, что уже обнаружили тайник."" || $ CurLocDesc = MainTxt"	""	""
"MelissaBookletContinueSearch"	"game\NPC\Girls\Melissa\MelissaEvents.rpy"	"280"	"10"	""	"$ MainTxt = ""Вы оставляете буклет пока лежать под кроватью и продолжаете осматривать комнату."" || $ CurLocDesc = MainTxt"	""	""
"story_melissa_bat_problem_4"	"game\NPC\Girls\Melissa\MelissaEvents.rpy"	"290"	"39"	"vscene ""images/player_room/player_room_attic_1.png"""	"$ MainTxt = ""Вы раскладываете дымную смесь между балок, даете ей как следует разгореться и быстро отступаете. Чердак наполняется густым едким дымом из мха, лаванды и трав. Из-под крыши с писком и хлопаньем вырываются летучие мыши.\n\nГнездовище вы наконец выкурили, но на одном дыме дело не закончится: пока крышу не заделают как следует, щели останутся и вся пакость со временем полезет обратно."" || $ MainTxt = ""Теперь уже ясно, что под крышей свилось настоящее гнездовище. Просто так его не вымести: сначала нужна едкая дымная смесь, чтобы выгнать всю эту дрянь из-под кровли."" || $ MainTxt = ""Вы договариваетесь о починке старой крыши и отдаете за работу тысячу монет. Теперь остается только дождаться, пока мастера перетянут гнилые доски, забьют щели и приведут верх трактира в порядок. Обещают управиться за пару дней."""	""	""
"story_melissa_bat_problem_6"	"game\NPC\Girls\Melissa\MelissaEvents.rpy"	"329"	"14"	"vscene Melissa.image_path(""portrait"", ""thanks"")"	"$ MainTxt = ""Вы говорите Мелиссе, что на этот раз все действительно закончено: чердачное гнездовище выжжено, щели под крышей забиты, а над ее комнатой теперь наконец тихо. Она сперва смотрит на вас с привычной настороженностью, будто все еще ждет подвоха, но потом сама коротко выдыхает и впервые за все это время заметно расслабляется.\n\n\""Значит, можно снова спать у себя и не ждать, что ночью над головой начнут бегать, пищать и сыпать трухой...\"" Она качает головой, будто сама до конца не верит в удачу, а потом уже тише добавляет: \""Спасибо. Не за слова — за то, что ты и правда довел дело до конца.\""\n\nПохоже, история с летучими мышами и чердаком для Мелиссы наконец действительно закрыта."" || $ CurLocDesc = MainTxt"	""	""
"InitSandra"	"game\NPC\Girls\Sandra\InitSandra.rpy"	"52"	"417"	""	""	""	""
"IntSandraOfferBuyDress"	"game\NPC\Girls\Sandra\IntSandraDressChange.rpy"	"16"	"25"	""	"$ MainTxt = ""Сандра сейчас не готова обсуждать покупку нового наряда."" || $ CurLocDesc = MainTxt || $ MainTxt = ""\""Сандра, дорогая, я хочу тебе что-нибудь подарить! Ты у меня такая замечательная! Давай я тебе какой-нибудь наряд подарю! Хочешь?\"" - порадовали вы Сандру.\n\n\""Какой ты у меня хороший, Стефан! Не могу на тебя нарадоваться!\"" засмеялась Сандра. \""Конечно хочу!\""\n\n\""Ну давай тогда завтра, с утра пораньше, встретимся у Ирмы Фараго, я буду тебя там ждать, вместе и выберем!\"" заверили вы ее."""	"menu: || menu:"	""
"IntSandraTalk"	"game\NPC\Girls\Sandra\IntSandraTalk.rpy"	"4"	"43"	""	"$ MainTxt = ""Сандра отвечает коротко и по делу. Сейчас между вами еще нет того доверия, которое позволило бы говорить с ней не только о работе."" || $ CurLocDesc = MainTxt || $ MainTxt = ""Сандра внимательно смотрит на вас, ожидая, что вы скажете."""	"menu: || menu:"	""
"IntSandraReconcile"	"game\NPC\Girls\Sandra\IntSandraTalk.rpy"	"47"	"12"	""	"$ MainTxt = ""Вы подошли к Сандре и извинились за то, что были к ней несколько невнимательны и грубы последнее время. В свое оправдание вы заметили, что уберечь трактир от разорения очень сложно и всем вам нужно дружно работать вместе, чтобы преуспеть."" || $ CurLocDesc = MainTxt"	""	""
"IntSandraHouseholdInsight"	"game\NPC\Girls\Sandra\IntSandraTalk.rpy"	"59"	"15"	""	"$ MainTxt = ""Сейчас Сандра не готова говорить о хозяйстве подробнее."" || $ CurLocDesc = MainTxt || $ MainTxt = str(_special_entry.get(""text"", """") or """")"	""	""
"IntSandraHouseholdPriorities"	"game\NPC\Girls\Sandra\IntSandraTalk.rpy"	"74"	"7"	""	"$ MainTxt = ""Вы прямо спрашиваете Сандру, что для нее сейчас важнее всего в доме. Сандра не сразу отвечает, потом складывает руки на груди и говорит уже без обычного раздражения.\n\n\""Чтобы в трактире был порядок, утром люди не шарахались голодными по углам, а работа шла без лишней дури. Если домочадцы сыты, умыты и знают свое дело, дальше уже и с гостями проще. А еще мне важно, чтобы ты не забывал: хозяйство держится не на одних приказах, а на том, что люди видят в тебе хозяина, который умеет думать наперед.\"""" || $ CurLocDesc = MainTxt"	""	""
"SandraWeeklyEvaluationScene"	"game\NPC\Girls\Sandra\SandraEvents.rpy"	"48"	"18"	"call ShowImage("""", """", _sandra_picture)"	""	""	""
"sandraWeeklyEvaluation_0"	"game\NPC\Girls\Sandra\SandraEvents.rpy"	"66"	"8"	""	""	""	""
"sandraWeeklyEvaluation_1"	"game\NPC\Girls\Sandra\SandraEvents.rpy"	"74"	"8"	""	""	""	""
"sandraWeeklyEvaluation_2"	"game\NPC\Girls\Sandra\SandraEvents.rpy"	"82"	"8"	""	""	""	""
"sandraWeeklyEvaluation_3"	"game\NPC\Girls\Sandra\SandraEvents.rpy"	"90"	"8"	""	""	""	""
"TavernSandraNightThanksScene"	"game\NPC\Girls\Sandra\SandraEvents.rpy"	"98"	"26"	"vscene scene_image"	"$ MainTxt = ""Сандра встречает вас без обычной деловитой брони. Она закрывает дверь, коротко напоминает, что хорошая неделя в трактире заслуживает не только сухой похвалы, и сама делает шаг ближе.\n\nРазговор быстро становится тише и личнее. Сандра не торопится, но и не отступает: этой ночью она действительно благодарит вас как женщина, а не как строгая хозяйка кухни.\n\nКогда все заканчивается, она поправляет платье, смотрит на вас уже спокойнее и предупреждает, что завтра утром снова будет требовать порядка как ни в чем не бывало. Но теперь между вами остается куда более ясное понимание."" || $ CurLocDesc = MainTxt"	""	""
"SandraSexEngine"	"game\NPC\Girls\Sandra\SandraEvents.rpy"	"124"	"22"	""	"$ MainTxt = ""Сандра пока не готова к такой близости."" || $ CurLocDesc = MainTxt || $ MainTxt = ""Сандра не тратит вечер на лишние слова. Она закрывает дверь, поправляет волосы и смотрит на вас так, будто решение уже давно принято. После близости она снова собирает себя в привычную строгую хозяйку, но в голосе остается теплота, которую теперь уже невозможно спутать с обычной деловитостью."""	""	""
"ShowDogCard"	"game\NPC\Secondary\DogCompanion.rpy"	"596"	"5"	""	""	""	""
"IntDogTalk"	"game\NPC\Secondary\DogCompanion.rpy"	"601"	"100"	""	"$ MainTxt = dog_talk_intro_text(_dog_room) || $ CurLocDesc = MainTxt || $ MainTxt = ""Вы осторожно зовете пса. Он сперва пятится, потом все же подходит ближе, смотрит вам прямо в глаза и нервно играет хвостом. Теперь можно попробовать его погладить, поиграть с ним или дать кость."""	"menu:"	""
"IntDogHouseholdWalk"	"game\NPC\Secondary\DogCompanion.rpy"	"701"	"16"	""	"$ MainTxt = ""%s с удовольствием забирает пса на прогулку. Судя по шерсти в репьях и сырой земле на лапах, они успели добраться до лесной опушки и там вдоволь набегаться. Пес становится еще послушнее, а %s явно рада, что вы доверили ей такое дело."" % (_dog_name, _dog_name) || $ MainTxt = ""%s охотно берет пса и идет с ним гулять вокруг трактира и двора. Оба возвращаются заметно довольнее, а пес после такой прогулки смотрит на вас и на %s с еще большим доверием."" % (_dog_name, _dog_name) || $ CurLocDesc = MainTxt"	""	""
"IntDogAdoptNameMenu"	"game\NPC\Secondary\DogCompanion.rpy"	"717"	"28"	""	"$ MainTxt = ""Пес уже готов идти с вами. Осталось надеть ошейник и выбрать кличку."" || $ CurLocDesc = MainTxt || $ MainTxt = ""Вы надеваете на пса ошейник. Он не вырывается, только тяжело сопит и смотрит на вас снизу вверх. Теперь это ваш пес. Вы решаете звать его [dog.pet_name]."""	"menu:"	""
"DogTrainingMenu"	"game\NPC\Secondary\DogCompanion.rpy"	"745"	"27"	""	""	"menu:"	""
"DogBackyardBuildBooth"	"game\NPC\Secondary\DogCompanion.rpy"	"772"	"29"	""	"$ MainTxt = ""Во дворе уже стоит собачья будка."" || $ CurLocDesc = MainTxt || $ MainTxt = ""У вас не хватает денег на собачью будку."""	""	""
"HorseTheftEvent"	"game\NPC\Secondary\DogCompanion.rpy"	"801"	"14"	""	""	""	""
"InitDog"	"game\NPC\Secondary\DogCompanion.rpy"	"815"	"9"	""	""	""	""
"register_alber_secondary"	"game\NPC\Secondary\InitAlber.rpy"	"90"	"10"	""	""	""	""
"_auto_register_alber"	"game\NPC\Secondary\InitAlber.rpy"	"100"	"3"	""	""	""	""
"InitDraupnir"	"game\NPC\Secondary\InitDraupnir.rpy"	"62"	"5"	""	""	""	""
"register_draupnir_secondary"	"game\NPC\Secondary\InitDraupnir.rpy"	"67"	"14"	""	""	""	""
"_auto_register_draupnir"	"game\NPC\Secondary\InitDraupnir.rpy"	"81"	"3"	""	""	""	""
"InitEddie"	"game\NPC\Secondary\InitEddie.rpy"	"59"	"5"	""	""	""	""
"register_eddie_secondary"	"game\NPC\Secondary\InitEddie.rpy"	"64"	"11"	""	""	""	""
"_auto_register_eddie"	"game\NPC\Secondary\InitEddie.rpy"	"75"	"3"	""	""	""	""
"InitEddieTalk"	"game\NPC\Secondary\InitEddieTalk.rpy"	"100"	"3"	""	""	""	""
